model,track,stem,SDR,SI-SDR,PQ,CE,CU,inference_time_sec
Spleeter,PR - Oh No,vocals,1.6875,-2.0390,6.04115104675293,3.107175588607788,4.851034641265869,27.581727027893063
Spleeter,PR - Oh No,drums,6.1280,7.5392,7.8428826332092285,5.956800937652588,7.75181245803833,27.581727027893063
Spleeter,PR - Oh No,bass,3.1024,1.1865,5.298977851867676,3.22993540763855,5.381312370300293,27.581727027893063
Spleeter,PR - Oh No,other,0.0942,-4.0521,5.909664154052734,4.604515552520752,6.1471171379089355,27.581727027893063
Spleeter,Punkdisco - Oral Hygiene,vocals,6.9351,5.9265,5.302063941955566,3.0986580848693848,4.553119659423828,55.88312149047852
Spleeter,Punkdisco - Oral Hygiene,drums,7.4434,6.6480,7.045053005218506,4.249033451080322,6.768627166748047,55.88312149047852
Spleeter,Punkdisco - Oral Hygiene,bass,8.0288,7.3710,5.870062828063965,3.102219820022583,5.579276084899902,55.88312149047852
Spleeter,Punkdisco - Oral Hygiene,other,3.4933,0.6069,6.440141677856445,2.8084325790405273,5.744216442108154,55.88312149047852
Spleeter,Raft Monk - Tiring,vocals,4.0714,2.2373,5.84995174407959,5.193966388702393,5.157403945922852,59.64910411834717
Spleeter,Raft Monk - Tiring,drums,5.2625,3.6206,6.176429271697998,3.518956184387207,6.051815032958984,59.64910411834717
Spleeter,Raft Monk - Tiring,bass,5.3302,4.2863,6.358000755310059,3.340395927429199,6.162567615509033,59.64910411834717
Spleeter,Raft Monk - Tiring,other,3.7780,1.5480,4.707516670227051,4.577425956726074,4.8845086097717285,59.64910411834717
Spleeter,Sambasevam Shanmugam - Kaathaadi,vocals,11.1075,11.5869,7.036898136138916,4.683436870574951,5.766633987426758,75.70466756820679
Spleeter,Sambasevam Shanmugam - Kaathaadi,drums,3.6849,1.3111,7.111321926116943,3.9080209732055664,6.8230366706848145,75.70466756820679
Spleeter,Sambasevam Shanmugam - Kaathaadi,bass,7.9997,7.4793,6.2151103019714355,3.26962947845459,6.006956577301025,75.70466756820679
Spleeter,Sambasevam Shanmugam - Kaathaadi,other,7.0754,5.6151,7.241463661193848,6.507752418518066,7.117769241333008,75.70466756820679
Spleeter,Secretariat - Borderline,vocals,6.6481,5.7191,6.736045837402344,5.1745500564575195,5.739055156707764,104.88740754127502
Spleeter,Secretariat - Borderline,drums,4.3273,2.6324,6.899625301361084,4.889552116394043,6.815671920776367,104.88740754127502
Spleeter,Secretariat - Borderline,bass,3.1969,0.8361,5.863059043884277,3.3448169231414795,5.6868696212768555,104.88740754127502
Spleeter,Secretariat - Borderline,other,6.9232,5.8251,7.273822784423828,7.092703819274902,6.989902973175049,104.88740754127502
Spleeter,Secretariat - Over The Top,vocals,7.5124,7.2044,6.55729866027832,4.742387771606445,5.649481773376465,71.66717839241028
Spleeter,Secretariat - Over The Top,drums,5.4249,4.5208,6.077530860900879,4.974274635314941,6.342611312866211,71.66717839241028
Spleeter,Secretariat - Over The Top,bass,9.6666,9.4786,5.26853609085083,3.6743979454040527,5.4828338623046875,71.66717839241028
Spleeter,Secretariat - Over The Top,other,7.1427,6.0580,5.569518089294434,6.503862380981445,5.449514389038086,71.66717839241028
Spleeter,Side Effects Project - Sing With Me,vocals,9.0729,9.1101,6.666861057281494,4.315933704376221,5.315253257751465,60.497817277908325
Spleeter,Side Effects Project - Sing With Me,drums,10.8892,10.9887,7.139725208282471,5.415559768676758,7.226933002471924,60.497817277908325
Spleeter,Side Effects Project - Sing With Me,bass,5.7135,4.7536,5.254281997680664,3.018078565597534,5.227978706359863,60.497817277908325
Spleeter,Side Effects Project - Sing With Me,other,1.4436,-3.1818,6.2812089920043945,3.1988508701324463,5.736743927001953,60.497817277908325
Spleeter,Signe Jakobsen - What Have You Done To Me,vocals,9.0006,9.0628,6.337048530578613,5.1313157081604,5.543529510498047,47.85813164710999
Spleeter,Signe Jakobsen - What Have You Done To Me,drums,3.8202,1.7763,6.277022838592529,3.445166826248169,6.004583835601807,47.85813164710999
Spleeter,Signe Jakobsen - What Have You Done To Me,bass,1.7046,-0.0201,6.196492671966553,3.300069808959961,5.986717224121094,47.85813164710999
Spleeter,Signe Jakobsen - What Have You Done To Me,other,4.7192,1.4650,6.314875602722168,6.44938850402832,6.061152935028076,47.85813164710999
Spleeter,Skelpolu - Resurrection,vocals,0.2366,-12.1110,6.798850059509277,3.4937119483947754,6.27435827255249,92.97488069534302
Spleeter,Skelpolu - Resurrection,drums,6.3786,5.4473,7.408503532409668,5.364419460296631,7.666654586791992,92.97488069534302
Spleeter,Skelpolu - Resurrection,bass,10.1901,9.8982,6.261351108551025,4.122209072113037,6.2535014152526855,92.97488069534302
Spleeter,Skelpolu - Resurrection,other,3.0971,0.8412,6.6630988121032715,5.901301860809326,6.5856242179870605,92.97488069534302
Spleeter,Speak Softly - Broken Man,vocals,4.5185,2.9788,6.617865562438965,5.671816825866699,5.860198974609375,64.699711561203
Spleeter,Speak Softly - Broken Man,drums,5.5116,4.1581,7.404402732849121,6.095066547393799,7.3333659172058105,64.699711561203
Spleeter,Speak Softly - Broken Man,bass,10.6209,10.4311,6.388584613800049,3.117802381515503,6.062528610229492,64.699711561203
Spleeter,Speak Softly - Broken Man,other,6.7427,5.5014,6.533918380737305,5.157369136810303,6.147855281829834,64.699711561203
Spleeter,Speak Softly - Like Horses,vocals,6.8198,6.1119,5.980531692504883,4.585170269012451,5.189352035522461,76.05745792388916
Spleeter,Speak Softly - Like Horses,drums,5.4536,4.1557,7.456059455871582,6.116373538970947,7.535777568817139,76.05745792388916
Spleeter,Speak Softly - Like Horses,bass,14.8701,14.9037,6.428439617156982,3.0877346992492676,6.015815734863281,76.05745792388916
Spleeter,Speak Softly - Like Horses,other,5.8744,4.6206,6.274868488311768,5.948141098022461,6.055626392364502,76.05745792388916
Spleeter,The Doppler Shift - Atrophy,vocals,7.4331,6.7455,6.6147661209106445,4.411344051361084,5.617114543914795,105.58612561225893
